,item_name,item_id,item_category_id,item_name_en
209,1С:Аудиокниги. География России для детей. Познавательные аудиокурсы [Цифровая версия],209,44,1C: Audiobooks. Geography of Russia for children. Educational audio courses [Digital version]
210,"1С:Аудиокниги. Гилберт Э. Есть, молиться, любить (Jewel)",210,45,"1C: Audiobooks. Gilbert E. Eat, Pray, Love (Jewel)"
211,"1С:Аудиокниги. Гиляровский В.А. ""Москва и москвичи"" (вторая часть) [Цифровая версия]",211,44,"1C: Audiobooks. Gilyarovsky V.A. ""Moscow and Muscovites"" (second part) [Digital version]"
212,"1С:Аудиокниги. Гиляровский В.А. ""Москва и москвичи"" (первая часть) [Цифровая версия]",212,44,"1C: Audiobooks. Gilyarovsky V.A. ""Moscow and Muscovites"" (first part) [Digital version]"
213,1С:Аудиокниги. Гиляровский В.А. Москва и москвичи,213,45,1C: Audiobooks. Gilyarovsky V.A. Moscow and Muscovites
214,"1С:Аудиокниги. Гоголь Н.В. ""Вий"" [Цифровая версия]",214,44,"1C: Audiobooks. Gogol N.V. ""Wii"" [Digital version]"
215,1С:Аудиокниги. Гоголь Н.В. Вий (Digipack),215,45,1C: Audiobooks. Gogol N.V. Wii (Digipack)
216,"1С:Аудиокниги. Гоголь Н.В. Женитьба [PC, Цифровая версия]",216,44,"1C: Audiobooks. Gogol N.V. Marriage [PC, Digital]"
217,1С:Аудиокниги. Гоголь Н.В. Записки сумасшедшего [Цифровая версия],217,44,1C: Audiobooks. Gogol N.V. Notes of a Madman [Digital Version]
218,1С:Аудиокниги. Гончаров И.А. Обыкновенная история,218,45,1C: Audiobooks. Goncharov I.A. An ordinary story
219,1С:Аудиокниги. Горький М. На дне,219,45,1C: Audiobooks. Gorky M. At the bottom
220,1С:Аудиокниги. Гранатовый браслет [Цифровая версия],220,44,1C: Audiobooks. Garnet Bracelet [Digital Version]
221,1С:Аудиокниги. Грин А.С. Алые паруса [Цифровая версия],221,44,1C: Audiobooks. A.S. Green Scarlet Sails [Digital]
222,1С:Аудиокниги. Грин А.С. Бегущая по волнам [Цифровая версия],222,44,1C: Audiobooks. A.S. Green Wave Runner [Digital]
223,1С:Аудиокниги. Грин А.С. Лучшие рассказы [Цифровая версия],223,44,1C: Audiobooks. A.S. Green Best Stories [Digital Version]
224,1С:Аудиокниги. Гюго В. Отверженные (Jewel),224,45,1C: Audiobooks. Hugo V. Les Miserables (Jewel)
225,1С:Аудиокниги. Даниель Дефо. Робинзон Крузо. (Jewel),225,45,1C: Audiobooks. Daniel Defoe. Robinson Crusoe. (Jewel)
226,1С:Аудиокниги. Детективы в дорогу. В лучших традициях Агаты Кристи и Артура Конан Дойля (Jewel),226,45,1C: Audiobooks. Detectives on the road. In the best traditions of Agatha Christie and Arthur Conan Doyle (Jewel)
227,1С:Аудиокниги. Детективы в дорогу. Русская версия. В лучших традициях Агаты Кристи и Артура Конан До,227,44,1C: Audiobooks. Detectives on the road. Russian version. In the best traditions of Agatha Christie and Arthur Conan Do
228,"1С:Аудиокниги. Детям от 0 до 3 лет. Сказки, потешки, колыбельные (Jewel)",228,45,"1C: Audiobooks. Children from 0 to 3 years old. Fairy tales, nursery rhymes, lullabies (Jewel)"
229,"1С:Аудиокниги. Детям от 0 до 5 лет. Кэрролл Л. Алиса для малышей  [PC, Цифровая версия]",229,44,"1C: Audiobooks. Children from 0 to 5 years old. Carroll L. Alice for Babies [PC, Digital]"
230,1С:Аудиокниги. Дефо Д. Робинзон Крузо,230,45,1C: Audiobooks. Defoe D. Robinson Crusoe
231,"1С:Аудиокниги. Дефо Д. Робинзон Крузо  [ PC, Цифровая версия]",231,44,1C: Audiobooks. Defoe D. Robinson Crusoe [PC Digital]
232,1С:Аудиокниги. Джек Лондон. Сердца трех (Jewel),232,45,1C: Audiobooks. Jack London. Hearts of Three (Jewel)
233,"1С:Аудиокниги. Джером К.Джером. Трое в одной лодке, не считая собаки (Jewel)",233,45,"1C: Audiobooks. Jerome K. Jerome. Three in the same boat, not counting the dog (Jewel)"
234,1С:Аудиокниги. Джонатан Свифт. Путешествия Гулливера (Digipack),234,45,1C: Audiobooks. Jonathan Swift. Gulliver's Travels (Digipack)
235,1С:Аудиокниги. Диккенс Чарльз. Наследник торгового дома (Jewel),235,45,1C: Audiobooks. Dickens Charles. Heir to the trading house (Jewel)
236,1С:Аудиокниги. Дина Рубина. Несколько торопливых слов о любви (Digipack),236,45,1C: Audiobooks. Dina Rubina. A few hasty words about love (Digipack)
237,"1С:Аудиокниги. Для самых маленьких. Сказки, потешки и песенки для детей до трех лет (Digipack)",237,45,"1C: Audiobooks. For the little ones. Fairy tales, nursery rhymes and songs for children under three years old (Digipack)"
238,1С:Аудиокниги. Добрыня Никитич и Змей Горыныч. Алеша Попович и Тугарин Змей,238,45,1C: Audiobooks. Dobrynya Nikitich and Zmey Gorynych. Alyosha Popovich and Tugarin the Serpent
239,"1С:Аудиокниги. Дойль А. К. Союз рыжих. Рассказы о Шерлоке Холмсе    [PC, Цифровая версия]",239,44,"1C: Audiobooks. Doyle A.K.The Union of Redheads. Tales of Sherlock Holmes [PC, Digital]"
240,1С:Аудиокниги. Достоевcкий Ф.М. Скверный анекдот [Цифровая версия],240,44,1C: Audiobooks. Dostoevsky F.M. Bad Joke [Digital]
241,"1С:Аудиокниги. Достоевский Ф. М. Игрок. Записки из подполья   [ PC, Цифровая версия]",241,44,"1C: Audiobooks. Dostoevsky F.M. Player. Notes from the Underground [PC, Digital]"
242,1С:Аудиокниги. Достоевский Ф.М. Бедные люди [Цифровая версия],242,44,1C: Audiobooks. Dostoevsky F.M. Poor People [Digital Version]
243,1С:Аудиокниги. Достоевский Ф.М. Преступление и наказание (mp3-аудиоспектакль),243,45,1C: Audiobooks. Dostoevsky F.M. Crime and Punishment (mp3 audio performance)
244,1С:Аудиокниги. Дюма А. Три мушкетера. Аудиоспектакль (Digipack),244,45,1C: Audiobooks. Dumas A. Three Musketeers. Audio performance (Digipack)
245,"1С:Аудиокниги. Е. Сивков. Притчи и анекдоты  [PC, Цифровая версия]",245,44,"1C: Audiobooks. E. Sivkov. Proverbs and Jokes [PC, Digital]"
246,1С:Аудиокниги. Ерофеев В. Москва-Петушки. Читает C. Шнуров (Digipack),246,45,1C: Audiobooks. Erofeev V. Moscow-Petushki. Read by C. Shnurov (Digipack)
247,1С:Аудиокниги. Живые книжки. Сказки - малышки,247,45,1C: Audiobooks. Living books. Fairy tales - babies
248,1С:Аудиокниги. Жюль Верн. Дети капитана Гранта. (Jewel),248,45,1C: Audiobooks. Jules Verne. The Children of Captain Grant. (Jewel)
249,1С:Аудиокниги. Жюль Верн. Пятнадцатилетний капитан (Jewel),249,45,1C: Audiobooks. Jules Verne. Fifteen Year Old Captain (Jewel)
250,1С:Аудиокниги. Замятин Е.И. Мы. Роман-антиутопия [Цифровая версия],250,44,1C: Audiobooks. E.I. Zamyatin We. Dystopian Novel [Digital Version]
251,1С:Аудиокниги. Знаменитые произведения русских писателей ( [Цифровая версия],251,44,1C: Audiobooks. Famous works of Russian writers ([Digital version]
252,1С:Аудиокниги. Золотая коллекция классики для детей (Jewel),252,45,1C: Audiobooks. Gold classic collection for children (Jewel)
253,"1С:Аудиокниги. И.Ильф, Е.Петров. 12 стульев (Jewel)",253,45,"1C: Audiobooks. I. Ilf, E. Petrov. 12 chairs (Jewel)"
254,"1С:Аудиокниги. Илья Ильин. Если бы я был робинзоном. Забавные рассказы от главного редактора журнала ""Ералаш""[PC, Цифровая версия]",254,44,"1C: Audiobooks. Ilya Ilyin. If I were a Robinson. Funny stories from the editor-in-chief of ""Yeralash"" magazine [PC, Digital version]"
255,"1С:Аудиокниги. Истории о смелых и находчивых. Коллекция детских аудиоспектакл  [PC, Цифровая версия]",255,44,"1C: Audiobooks. Stories about the brave and resourceful. Collection of children's audio performances [PC, Digital version]"
256,1С:Аудиокниги. История государства Российского. От Рюрика до царя Иоанна IV Васильевича [Цифровая ве,256,44,1C: Audiobooks. History of Russian Goverment. From Rurik to Tsar John IV Vasilievich [Digital ve
257,1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Иоанна Грозного до Лжедимитр(Jewel),257,45,1C: Audiobooks. Karamzin N.M. History of Russian Goverment. From Ivan the Terrible to False Dimitar (Jewel)
258,1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Рюрика до царя Иоанна IV(Jewel),258,45,1C: Audiobooks. Karamzin N.M. History of Russian Goverment. From Rurik to Tsar John IV (Jewel)
259,1С:Аудиокниги. Киплинг Р. Сказки и легенды (Digipack),259,45,1C: Audiobooks. Kipling R. Tales and Legends (Digipack)
260,"1С:Аудиокниги. Киплинг Р. Сказки и легенды [PC, Цифровая версия]",260,44,"1C: Audiobooks. Kipling R. Tales and Legends [PC, Digital Version]"
261,"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как сделать бизнес в России и не прогореть [PC, Цифровая в",261,44,"1C: Audiobooks. Kirillov K., Oberderfer D. How to do business in Russia and not go bankrupt [PC, Digital in"
262,"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать богатым в России [PC, Цифровая версия]",262,44,"1C: Audiobooks. Kirillov K., Oberderfer D. How to become rich in Russia [PC, Digital version]"
263,"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать миллионером на одну зарплату",263,45,"1C: Audiobooks. Kirillov K., Oberderfer D. How to become a millionaire on one salary"
264,1С:Аудиокниги. Классика русского юмора. Аверченко Аркадий (Jewel),264,45,1C: Audiobooks. Classics of Russian humor. Averchenko Arkady (Jewel)
265,1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века (Jewel),265,45,1C: Audiobooks. Classics of Russian humor. Humorous stories of the early 20th century (Jewel)
266,1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века [Цифровая версия],266,44,1C: Audiobooks. Classics of Russian humor. Humorous stories of the early XX century [Digital version]
267,1С:Аудиокниги. Коллекция русских народных сказок (Digipack),267,45,1C: Audiobooks. Collection of Russian folk tales (Digipack)
268,"1С:Аудиокниги. Коллекция русских народных сказок [PC, Цифровая версия]",268,44,"1C: Audiobooks. Collection of Russian folk tales [PC, Digital version]"
269,1С:Аудиокниги. Коллекция сказок и стихов Корнея Чуковского (DVD-Digipack),269,45,1C: Audiobooks. Collection of fairy tales and poems by Korney Chukovsky (DVD-Digipack)
270,1С:Аудиокниги. Коллекция страшилок-смешилок для детей (Jewel),270,45,1C: Audiobooks. Collection of scary funny stories for children (Jewel)
271,"1С:Аудиокниги. Константин Симонов. Дни и ночи    [PC, Цифровая версия]",271,44,"1C: Audiobooks. Konstantin Simonov. Days and nights [PC, Digital]"
272,1С:Аудиокниги. Конфуций. Суждения и беседы,272,45,1C: Audiobooks. Confucius. Judgments and conversations
273,1С:Аудиокниги. Кот-наоборот. Стихи для детского сада (Jewel),273,45,1C: Audiobooks. The cat is the opposite. Kindergarten Poems (Jewel)
274,1С:Аудиокниги. Кот-наоборот. Стихи для детского сада [Цифровая версия],274,44,1C: Audiobooks. The cat is the opposite. Poems for kindergarten [Digital version]
275,1С:Аудиокниги. Крапивин В.П. Голубятня на желтой поляне [Цифровая версия],275,44,1C: Audiobooks. V.P. Krapivin Dovecote in a yellow meadow [Digital version]
276,1С:Аудиокниги. Кун Н.А. Легенды и мифы древней Греции (Jewel),276,45,1C: Audiobooks. Kuhn N.A. Legends and Myths of Ancient Greece (Jewel)
277,"1С:Аудиокниги. Кунин В. Иванов и Рабинович, или ""Ай гоу ту Хайфа! Digipack",277,45,"1C: Audiobooks. Kunin V. Ivanov and Rabinovich, or ""Ai go tu Haifa! Digipack"
278,1С:Аудиокниги. Куприн А.И. Гранатовый браслет,278,45,1C: Audiobooks. Kuprin A.I. Garnet bracelet
